Location,Season,Year,Area,Rainfall,Temperature,Soil type,Irrigation,yeilds,Humidity,Crops,price
Chikmangaluru,Rabi,2004,619,3654,27.2,Alluvial,Basin,107809,55,Ginger,2134
Chikmangaluru,Rabi,2004,391,3654,27,Alluvial,Basin,1132,53,Ginger,45186
Chikmangaluru,Rabi,2004,211,233,27,Alluvial,Basin,23960,53.5,Cotton,238542
Chikmangaluru,Rabi,2004,153,233,27,Alluvial,Basin,126487,52.5,Cotton,1516
Chikmangaluru,Rabi,2004,111,233,27,Alluvial,Basin,804,56,Cotton,57259
Chikmangaluru,Rabi,2016,153,3512.4,39,Arid and Desert,Drip,120373,56,Coconut,1516
Chikmangaluru,Rabi,2017,111,3296,39,Arid and Desert,Drip,291,54,Coconut,57259
Chikmangaluru,Rabi,2018,76,3296,40,Arid and Desert,Drip,17231,58,Coconut,234779
Chikmangaluru,Rabi,2004,53,3296,40,Arid and Desert,Drip,119359,58,Coconut,1493
Chikmangaluru,Rabi,2005,2688,3550,40,Arid and Desert,Drip,283,59,Coconut,64409
Chikmangaluru,Rabi,2006,2311,3550,41,Arid and Desert,Drip,17690,50,Coconut,249978
Chikmangaluru,Rabi,2007,2188,3550,41,Arid and Desert,Drip,7157,54,Coconut,637
Chikmangaluru,Rabi,2008,1998,3654,41,Arid and Desert,Drip,8700,53,Coconut,43311
Chikmangaluru,Rabi,2009,2006,3654,42,Arid and Desert,Drip,41266,52,Coconut,24848
Chikmangaluru,Rabi,2010,2034,3654,42,Arid and Desert,Drip,8838,51,Coconut,761
Chikmangaluru,Rabi,2011,2035,233,42,Arid and Desert,Basin,8954,57,Coconut,45608
Chikmangaluru,Rabi,2012,2074,233,43,Arid and Desert,Basin,42915,57,Coconut,234581
Chikmangaluru,Rabi,2013,2127,233,27,Black,Basin,9230,60,Coconut,646
Chikmangaluru,Rabi,2014,2090,234,27,Black,Basin,44313,57,Coconut,43562
Chikmangaluru,Rabi,2015,2059,234,27,Black,Basin,45820,57,Coconut,200000
Chikmangaluru,Rabi,2016,2050,234,27,Black,Basin,49084,54,Coconut,4847
Chikmangaluru,Rabi,2017,1865,3105,27,Black,Basin,86311,54.5,Coconut,51239
Chikmangaluru,Rabi,2016,1841,3105,27,Black,Basin,57642,56.6,Coconut,216396
Chikmangaluru,Rabi,2017,1799,3105,27.2,Black,Basin,58405,55.5,Coconut,2644
Chikmangaluru,Rabi,2016,1468,236,27.2,Black,Basin,60751,58.5,Coconut,44235
Chikmangaluru,Rabi,2017,568,236,27.2,Black,Basin,109506,59.5,Coconut,203317
Chikmangaluru,Rabi,2018,407,321,27,Black,Basin,114,55,Coconut,2134
Chikmangaluru,Rabi,2013,177,3654,27,Black,Basin,3,53,Coconut,45186
Chikmangaluru,Rabi,2014,51,323,27,Black,Basin,95,53.5,Coconut,238542
Chikmangaluru,Rabi,2015,173,324,27,Black,Basin,19,52.5,Coconut,1516
Chikmangaluru,Rabi,2016,201,3105,27,Black,Basin,54,56,Coconut,57259
Chikmangaluru,Rabi,2017,206,326,27,Black,Basin,13,57,Coconut,234779
Chikmangaluru,Rabi,2018,243,327,27.2,Black,Basin,123,57.5,Coconut,1493
Chikmangaluru,Rabi,2004,123,328,27.2,Black,Basin,19,57,Coconut,64409
Chikmangaluru,Rabi,2005,82,2903.1,27.2,Black,Basin,32,55,Coconut,249978
Chikmangaluru,Rabi,2006,74,2903.1,27.1,Black,Basin,8,56,Coconut,200000
Chikmangaluru,Rabi,2007,18,2903.1,27.1,Black,Basin,50,54,Coconut,4847
Chikmangaluru,Rabi,2008,37,2996.6,27.1,Black,Basin,10,58,Coconut,51239
Chikmangaluru,Rabi,2009,35,2996.6,26.8,Black,Basin,29,58,Coconut,216396
Chikmangaluru,Rabi,2010,5974,2996.6,26.8,Black,Basin,44,59,Coconut,2644
Chikmangaluru,Rabi,2011,6631,3522.8,26.8,Black,Basin,33,50,Coconut,44235
Chikmangaluru,Rabi,2012,6705,3522.8,37,Black,Basin,14,54,Coconut,203317
Chikmangaluru,Rabi,2013,5876,3522.8,37,Red,Basin,56,53,Coconut,2134
Chikmangaluru,Rabi,2014,326,3729.8,37,Red,Basin,26,52,Coconut,45186
Chikmangaluru,Rabi,2015,6470,3729.8,38,Red,Basin,98,51,Coconut,238542
Chikmangaluru,Rabi,2016,6709,3729.8,38,Red,Basin,3,57,Coconut,1516
Chikmangaluru,Rabi,2017,6186,2746.2,38,Red,Basin,58637,57,Coconut,57259
Chikmangaluru,Rabi,2017,6503,2746.2,39,Red,Basin,59777,60,Coconut,234779
Chikmangaluru,Rabi,2016,5220,2746.2,39,Red,Basin,60528,57,Coconut,1493
Chikmangaluru,Rabi,2017,4677,3360,39,Red,Basin,61126,57,Coconut,64409
Chikmangaluru,Rabi,2018,4803,3360,40,Red,Basin,623687,54,Coconut,249978
Chikmangaluru,Rabi,2013,3739,3360,40,Red,Basin,63504,54.5,Coconut,637
Chikmangaluru,Rabi,2014,3529,3605.4,40,Red,Basin,63931,56.6,Coconut,43311
Chikmangaluru,Rabi,2015,3649,3605.4,41,Red,Basin,73730,55.5,Coconut,24848
Chikmangaluru,Rabi,2016,1374,3605.4,41,Red,Basin,118416,58.5,Coconut,761
Chikmangaluru,Rabi,2017,1279,3512.4,41,Red,Basin,130132,59.5,Coconut,45608
Chikmangaluru,Rabi,2018,13283,3512.4,42,Red,Basin,154889,55,Coconut,234581
Chikmangaluru,Rabi,2004,52119,3512.4,42,Red,Basin,171739,53,Coconut,646
Chikmangaluru,Rabi,2016,51709,3522.8,39,Drained loam,Drip,2628,55.5,Pepper,4847
Chikmangaluru,Rabi,2017,1279,3522.8,40,Drained loam,Drip,1939,58.5,Pepper,51239
Chikmangaluru,Rabi,2017,13283,3522.8,40,Drained loam,Drip,1871,59.5,Pepper,216396
Chikmangaluru,Rabi,2016,52119,3729.8,40,Drained loam,Basin,1868,55,Pepper,2644
Chikmangaluru,Rabi,2017,725,2903.1,41,Drained loam,Basin,127919,53,Pepper,44235
Chikmangaluru,Rabi,2018,12885,2903.1,41,Drained loam,Basin,75340,53.5,Pepper,203317
Chikmangaluru,Rabi,2013,51179,2903.1,41,Drained loam,Basin,29170,52.5,Pepper,2134
Chikmangaluru,Rabi,2014,468,2996.6,42,Drained loam,Basin,1901,56,Pepper,45186
Chikmangaluru,Rabi,2015,11841,2996.6,42,Drained loam,Basin,972,57,Pepper,238542
Chikmangaluru,Rabi,2016,50975,2996.6,42,Drained loam,Basin,874,57.5,Pepper,1516
Chikmangaluru,Rabi,2017,206,3522.8,43,Drained loam,Basin,592,57,Arecanut,200000
Chikmangaluru,Rabi,2018,10922,3522.8,27,Drained loam,Basin,864,55,Arecanut,4847
Chikmangaluru,Rabi,2004,51390,3522.8,27,Drained loam,Basin,5373,56,Arecanut,51239
Chikmangaluru,Rabi,2005,177,3729.8,27,Drained loam,Basin,6589,54,Arecanut,216396
Chikmangaluru,Rabi,2006,10723,3729.8,27,Drained loam,Basin,5107,58,Arecanut,2644
Chikmangaluru,Rabi,2007,51709,3729.8,27,Drained loam,Basin,5518,58,Arecanut,44235
Chikmangaluru,Rabi,2008,146,2746.2,27,Drained loam,Basin,4912,59,Arecanut,203317
Chikmangaluru,Rabi,2009,10910,2746.2,27,Drained loam,Basin,3830,50,Arecanut,2134
Chikmangaluru,Rabi,2010,51355,2746.2,27,Drained loam,Basin,4,54,Arecanut,45186
Chikmangaluru,Rabi,2011,160,3360,27.2,Drained loam,Basin,9,53,Arecanut,238542
Chikmangaluru,Rabi,2012,10912,3360,27.2,Clay loam,Basin,12,52,Arecanut,1516
Chikmangaluru,Rabi,2013,51353,3360,27.2,Clay loam,Basin,2089,51,Arecanut,57259
Chikmangaluru,Rabi,2014,142,3605.4,27,Clay loam,Basin,2810,57,Arecanut,234779
Chikmangaluru,Rabi,2015,10505,3605.4,27,Clay loam,Basin,841,57,Arecanut,1493
Chikmangaluru,Rabi,2016,51040,3605.4,27,Clay loam,Basin,3550,60,Arecanut,64409
Chikmangaluru,Rabi,2017,154,3512.4,27,Clay loam,Basin,109,57,Ginger,249978
Chikmangaluru,Rabi,2004,10318,3512.4,27,Clay loam,Basin,3368,57,Ginger,637
Chikmangaluru,Rabi,2004,48083,3512.4,27,Clay loam,Basin,3671,54,Ginger,43311
Chikmangaluru,Rabi,2004,143,3296,27.2,Clay loam,Basin,2404,54.5,Ginger,24848
Chikmangaluru,Rabi,2004,9283,3296,27.2,Clay loam,Basin,2805,56.6,Ginger,761
Chikmangaluru,Rabi,2004,47200,3296,27.2,Clay loam,Basin,2331,55.5,Ginger,45608
Chikmangaluru,Rabi,2004,158,3550,27.1,Clay loam,Basin,2088,58.5,Ginger,234581
Chikmangaluru,Rabi,2004,8982,3550,27.1,Clay loam,Basin,2628,59.5,Ginger,646
Chikmangaluru,Rabi,2004,46990,3550,27.1,Clay loam,Basin,1939,55,Ginger,43562
Chikmangaluru,Rabi,2004,103,3654,26.8,Clay loam,Basin,1871,53,Ginger,200000
Chikmangaluru,Rabi,2004,8239,3654,26.8,Clay loam,Basin,1868,53.5,Ginger,4847
Chikmangaluru,Rabi,2004,44563,3654,27.1,Clay loam,Basin,127919,52.5,Ginger,51239
Chikmangaluru,Rabi,2004,96,233,27.1,Clay loam,Basin,75340,56,Ginger,216396
Chikmangaluru,Rabi,2004,6949,233,26.8,Clay loam,Basin,29170,57,Ginger,2644
Chikmangaluru,Rabi,2004,44663,233,26.8,Clay loam,Basin,1901,57.5,Ginger,44235
Chikmangaluru,Rabi,2004,110,234,26.8,Clay loam,Basin,972,57,Tea,203317
Chikmangaluru,Rabi,2004,6824,234,37,Clay loam,Basin,874,55,Tea,2134
Chikmangaluru,Rabi,2004,43013,234,37,Clay loam,Basin,592,56,Tea,45186
Chikmangaluru,Rabi,2004,95,3105,37,Clay loam,Basin,864,54,Tea,238542
Chikmangaluru,Rabi,2004,6441,3105,38,Clay loam,Basin,5373,58,Tea,1516
Chikmangaluru,Rabi,2004,4012,3105,38,Clay loam,Basin,6589,58,Tea,57259
Chikmangaluru,Rabi,2004,4877,236,38,Clay loam,Spray,5107,59,Tea,234779
Chikmangaluru,Rabi,2004,4930,236,39,Clay loam,Spray,5518,50,Tea,1493
Chikmangaluru,Rabi,2004,4954,2903.1,39,Clay loam,Spray,4912,54,Tea,64409
Chikmangaluru,Rabi,2004,5019,2903.1,39,Clay loam,Spray,3830,53,Tea,249978
Chikmangaluru,Rabi,2004,5127,2903.1,40,Clay loam,Spray,313547,52,Tea,637
Chikmangaluru,Rabi,2004,5174,2996.6,40,Clay loam,Spray,2783,51,Tea,43311
Chikmangaluru,Rabi,2004,5294,2996.6,40,Clay loam,Spray,1533,57,Tea,24848
Chikmangaluru,Rabi,2004,2127,3360,27,Sandy loam,Basin,3550,52,Arecanut,1516
Chikmangaluru,Rabi,2004,2090,3360,27,Sandy loam,Basin,109,51,Arecanut,57259
Chikmangaluru,Rabi,2004,2059,3605.4,27,Sandy loam,Basin,3368,57,Arecanut,234779
Chikmangaluru,Rabi,2004,2050,3605.4,27,Laterite,Basin,3671,57,Arecanut,1493
Chikmangaluru,Rabi,2004,1865,3605.4,27,Laterite,Basin,2404,60,Arecanut,64409
Chikmangaluru,Rabi,2004,1841,3512.4,27,Laterite,Basin,2805,57,Ginger,249978
Chikmangaluru,Rabi,2004,1799,3512.4,27.2,Laterite,Basin,2331,57,Ginger,637
Chikmangaluru,Rabi,2004,1468,3512.4,27.2,Laterite,Basin,2088,54,Ginger,43311
Chikmangaluru,Rabi,2004,568,3296,27.2,Laterite,Basin,2628,54.5,Ginger,24848
Chikmangaluru,Rabi,2004,407,3296,27,Laterite,Basin,1939,56.6,Ginger,761
Chikmangaluru,Rabi,2004,177,3296,27,Laterite,Basin,1871,55.5,Ginger,45608
Chikmangaluru,Rabi,2004,51,3550,27,Laterite,Basin,1868,58.5,Ginger,234581
Chikmangaluru,Rabi,2004,173,3550,27,Laterite,Basin,127919,59.5,Ginger,646
Chikmangaluru,Rabi,2004,201,3550,27,Laterite,Basin,75340,55,Ginger,43562
Chikmangaluru,Rabi,2004,206,3654,27,Laterite,Basin,29170,53,Ginger,200000
Chikmangaluru,Rabi,2004,243,3654,27.2,Laterite,Basin,1901,53.5,Ginger,4847
Chikmangaluru,Rabi,2004,123,3654,27.2,Laterite,Basin,972,52.5,Ginger,51239
Chikmangaluru,Rabi,2004,82,233,27.2,Laterite,Basin,874,56,Ginger,216396
Chikmangaluru,Rabi,2004,74,233,27.1,Laterite,Basin,592,57,Ginger,2644
Chikmangaluru,Rabi,2004,18,233,27.1,Laterite,Basin,864,57.5,Ginger,44235
Chikmangaluru,Rabi,2004,37,2903.1,27.1,Laterite,Basin,5373,57,Tea,203317
Chikmangaluru,Rabi,2004,35,2903.1,26.8,Laterite,Basin,6589,55,Tea,2134
Chikmangaluru,Rabi,2004,5974,2903.1,26.8,Laterite,Basin,5107,56,Tea,45186
Chikmangaluru,Rabi,2004,6631,2996.6,26.8,Clay loam,Basin,5518,54,Tea,238542
Chikmangaluru,Rabi,2004,6705,2996.6,37,Clay loam,Basin,4912,58,Tea,1516
Chikmangaluru,Rabi,2013,5876,2996.6,37,Clay loam,Basin,3830,58,Tea,57259
Chikmangaluru,Rabi,2014,326,3522.8,37,Clay loam,Spray,313547,59,Tea,234779
Chikmangaluru,Zaid,2004,16224,2996.6,221,Dry sandy,Basin,19,59.5,Coconut,203317
Chikmangaluru,Zaid,2004,17095,2996.6,222,Dry sandy,Basin,54,55,Coconut,2134
Chikmangaluru,Zaid,2004,17512,3522.8,27,Dry sandy,Basin,13,53,Coconut,45186
Chikmangaluru,Zaid,2004,17587,3522.8,27,Dry sandy,Basin,123,53.5,Coconut,238542
Chikmangaluru,Zaid,2004,17771,3522.8,27,Dry sandy,Basin,19,52.5,Coconut,1516
Chikmangaluru,Zaid,2004,17825,3729.8,27,Dry sandy,Basin,32,56,Coconut,57259
Chikmangaluru,Zaid,2004,3147,3729.8,27,Dry sandy,Basin,8,57,Coconut,234779
Chikmangaluru,Zaid,2004,2578,3729.8,27.2,Dry sandy,Basin,50,57.5,Coconut,1493
Chikmangaluru,Zaid,2004,1591,2746.2,27.2,Dry sandy,Basin,10,57,Coconut,64409
Chikmangaluru,Zaid,2004,1298,2746.2,27.2,Dry sandy,Basin,29,55,Coconut,249978
Chikmangaluru,Zaid,2004,4,2746.2,27,Dry sandy,Basin,44,56,Coconut,200000
Chikmangaluru,Zaid,2004,1122,3360,27,Dry sandy,Basin,33,54,Coconut,4847
Chikmangaluru,Zaid,2004,917,3360,27,Dry sandy,Basin,14,58,Coconut,51239
Chikmangaluru,Zaid,2004,819,3360,27,Dry sandy,Basin,56,58,Coconut,216396
Chikmangaluru,Zaid,2004,619,3605.4,27,Dry sandy,Basin,26,59,Coconut,2644
Chikmangaluru,Zaid,2004,391,3605.4,27,Dry sandy,Basin,98,50,Coconut,44235
Chikmangaluru,Zaid,2004,211,3605.4,27.2,Dry sandy,Basin,3,54,Coconut,203317
Chikmangaluru,Zaid,2004,153,3512.4,27.2,Dry sandy,Basin,58637,53,Coconut,2134
Chikmangaluru,Zaid,2004,111,3512.4,27.2,Dry sandy,Basin,59777,52,Coconut,45186
Chikmangaluru,Zaid,2004,76,3512.4,27.1,Dry sandy,Basin,60528,51,Coconut,238542
Chikmangaluru,Zaid,2004,53,3296,27.1,Dry sandy,Basin,61126,57,Coconut,1516
Chikmangaluru,Zaid,2004,2688,3296,27.1,Dry sandy,Basin,623687,57,Coconut,57259
Chikmangaluru,Zaid,2004,2311,3296,26.8,Dry sandy,Basin,63504,60,Coconut,234779
Chikmangaluru,Zaid,2004,2188,3550,26.8,Dry sandy,Basin,63931,57,Coconut,1493
Chikmangaluru,Zaid,2004,1998,3550,26.8,Dry sandy,Basin,73730,57,Coconut,64409
Chikmangaluru,Zaid,2004,2006,3550,37,Dry sandy,Basin,118416,54,Coconut,249978
Chikmangaluru,Zaid,2004,2034,3654,37,Dry sandy,Basin,130132,54.5,Coconut,637
Chikmangaluru,Zaid,2004,2035,3654,37,Dry sandy,Basin,154889,56.6,Coconut,43311
Chikmangaluru,Zaid,2004,2074,3654,38,Dry sandy,Basin,171739,55.5,Coconut,24848
Chikmangaluru,Zaid,2004,2127,233,38,Dry sandy,Basin,172475,58.5,Coconut,761
Chikmangaluru,Zaid,2004,2090,233,38,Dry sandy,Basin,177939,59.5,Coconut,45608
Chikmangaluru,Zaid,2004,2059,233,39,Dry sandy,Basin,313547,55,Coconut,234581
Chikmangaluru,Zaid,2004,2050,2903.1,39,Dry sandy,Basin,2783,53,Coconut,646
Chikmangaluru,Zaid,2004,1865,2903.1,39,Dry sandy,Spray,1533,53.5,Coconut,43562
Chikmangaluru,Zaid,2004,1841,2903.1,40,Dry sandy,Spray,1647,52.5,Coconut,200000
Chikmangaluru,Zaid,2004,1799,2996.6,40,Dry sandy,Spray,975,56,Coconut,4847
Chikmangaluru,Zaid,2004,1468,2996.6,40,Dry sandy,Spray,2,57,Coconut,51239
Chikmangaluru,Zaid,2004,568,2996.6,41,Dry sandy,Spray,836,57.5,Coconut,216396
Chikmangaluru,Zaid,2004,407,3522.8,41,Dry sandy,Spray,806,57,Coconut,2644
Chikmangaluru,Zaid,2004,177,3522.8,41,Dry sandy,Spray,880,55,Coconut,44235
Chikmangaluru,Zaid,2004,51,3522.8,42,Dry sandy,Spray,770,56,Coconut,203317
Chikmangaluru,Zaid,2004,173,3729.8,42,Dry sandy,Spray,395,54,Coconut,2134
Chikmangaluru,Zaid,2004,201,3729.8,42,Dry sandy,Spray,187,58,Coconut,45186
Chikmangaluru,Zaid,2004,206,3729.8,43,Dry sandy,Spray,187,58,Coconut,238542
Chikmangaluru,Zaid,2004,243,2746.2,43,Dry sandy,Spray,121,59,Coconut,1516
Chikmangaluru,Zaid,2004,123,2746.2,27,Dry sandy,Spray,103,50,Coconut,57259
Chikmangaluru,Zaid,2004,82,2746.2,27,Dry sandy,Spray,71,54,Coconut,234779
Chikmangaluru,Zaid,2004,74,3360,27,Dry sandy,Spray,3961,53,Coconut,1493
Chikmangaluru,Zaid,2004,18,3360,27,Dry sandy,Spray,4247,52,Coconut,64409
Chikmangaluru,Zaid,2004,37,3360,27,Dry sandy,Spray,3290,51,Coconut,249978
Chikmangaluru,Zaid,2004,35,3605.4,27,Dry sandy,Spray,3138,57,Coconut,637
Chikmangaluru,Zaid,2004,5974,3605.4,27.2,Dry sandy,Spray,3423,57,Coconut,43311
Chikmangaluru,Zaid,2004,6631,3605.4,27.2,Dry sandy,Spray,3899,60,Coconut,24848
Chikmangaluru,Zaid,2004,6705,3512.4,27.2,Dry sandy,Spray,4015,57,Coconut,761
Chikmangaluru,Zaid,2004,5876,3512.4,27,Dry sandy,Spray,4279,57,Coconut,45608
Chikmangaluru,Zaid,2004,326,3512.4,27,Dry sandy,Spray,4167,54,Coconut,234581
Chikmangaluru,Zaid,2004,6470,3296,27,Laterite,Spray,4479,54.5,Coconut,646
Chikmangaluru,Zaid,2004,6709,3296,27,Laterite,Spray,3699,56.6,Coconut,43562
Chikmangaluru,Zaid,2004,6186,3296,27,Laterite,Spray,4904,55.5,Coconut,200000
Chikmangaluru,Zaid,2004,6503,3550,27,Laterite,Spray,2821,58.5,Coconut,4847
Chikmangaluru,Zaid,2004,5220,3550,27.2,Laterite,Spray,3472,59.5,Coconut,51239
Chikmangaluru,Zaid,2004,4677,3550,27.2,Laterite,Spray,3647,55,Coconut,216396
Chikmangaluru,Zaid,2004,1279,3654,27.2,Laterite,Spray,393,53,Coconut,2644
Chikmangaluru,Zaid,2004,13283,3654,27.1,Laterite,Spray,167,53.5,Coconut,44235
Chikmangaluru,Zaid,2004,52119,3654,27.1,Laterite,Spray,71,52.5,Coconut,203317
Chikmangaluru,Zaid,2013,725,233,27.1,Laterite,Spray,52,56,Coconut,2134
Chikmangaluru,Zaid,2014,12885,233,26.8,Laterite,Spray,12,57,Coconut,45186
Chikmangaluru,Zaid,2015,51179,233,26.8,Laterite,Spray,51,57.5,Coconut,238542
Chikmangaluru,Zaid,2016,468,234,26.8,Laterite,Spray,61,57,Coconut,1516
Chikmangaluru,Zaid,2017,11841,234,37,Laterite,Spray,67,55,Coconut,200000
Chikmangaluru,Zaid,2018,50975,234,37,Laterite,Spray,62,56,Coconut,4847
Chikmangaluru,Zaid,2004,206,3105,37,Laterite,Spray,32,54,Coconut,51239
Chikmangaluru,Zaid,2005,10922,3105,38,Laterite,Spray,22,58,Coconut,216396
Chikmangaluru,Zaid,2006,51390,3105,38,Laterite,Spray,25,58,Coconut,2644
Chikmangaluru,Zaid,2007,177,236,38,Laterite,Spray,4,59,Coconut,44235
Chikmangaluru,Zaid,2008,10723,236,39,Laterite,Spray,9,50,Coconut,203317
Chikmangaluru,Zaid,2009,51709,2903.1,39,Laterite,Spray,12,54,Coconut,2134
Chikmangaluru,Zaid,2010,146,2903.1,39,Laterite,Drip,2089,53,Cocoa,45186
Chikmangaluru,Zaid,2015,6470,3522.8,38,Clay loam,Spray,2783,50,Tea,1493
Chikmangaluru,Zaid,2016,6709,3522.8,38,Clay loam,Spray,1533,54,Tea,64409
Chikmangaluru,Zaid,2017,6186,3729.8,38,Clay loam,Spray,1647,53,Tea,249978
Chikmangaluru,Zaid,2018,6503,3729.8,39,Clay loam,Spray,975,52,Tea,637
Chikmangaluru,Zaid,2004,5220,3729.8,39,Clay loam,Spray,2,51,Tea,43311
Chikmangaluru,Zaid,2005,4677,2746.2,39,Clay loam,Spray,836,57,Tea,24848
Chikmangaluru,Zaid,2006,4803,2746.2,40,Clay loam,Spray,806,57,Tea,761
Chikmangaluru,Zaid,2007,3739,2746.2,40,Clay loam,Spray,880,60,Tea,45608
Chikmangaluru,Zaid,2008,3529,3360,40,Clay loam,Spray,770,57,Paddy,234581
Chikmangaluru,Zaid,2009,3649,3360,41,Clay loam,Spray,395,57,Paddy,646
Chikmangaluru,Zaid,2010,1374,3360,41,Clay loam,Spray,187,54,Paddy,43562
Chikmangaluru,Zaid,2011,1279,3605.4,41,Clay loam,Spray,187,54.5,Paddy,200000
Chikmangaluru,Zaid,2012,13283,3605.4,42,Clay loam,Spray,121,56.6,Paddy,4847
Chikmangaluru,Zaid,2013,52119,3605.4,42,Clay loam,Spray,103,55.5,Paddy,51239
Chikmangaluru,Zaid,2014,725,3512.4,42,Clay loam,Spray,71,58.5,Paddy,216396
Chikmangaluru,Zaid,2015,12885,3512.4,43,Clay loam,Spray,3961,59.5,Paddy,2644
Chikmangaluru,Zaid,2016,51179,3512.4,27,Medium textured,Spray,4247,55,Paddy,44235
Chikmangaluru,Zaid,2017,468,3296,27,Medium textured,Spray,3290,53,Paddy,203317
Chikmangaluru,Zaid,2018,11841,3296,27,Medium textured,Spray,3138,53.5,Paddy,2134
Chikmangaluru,Zaid,2004,50975,3296,27,Medium textured,Spray,3423,52.5,Paddy,45186
Chikmangaluru,Zaid,2005,206,3550,27,Medium textured,Spray,3899,56,Paddy,238542
Chikmangaluru,Zaid,2006,10922,3550,27,Medium textured,Spray,4015,57,Paddy,1516
Chikmangaluru,Zaid,2007,51390,3550,27.2,Medium textured,Spray,4279,57.5,Paddy,200000
Chikmangaluru,Zaid,2008,177,3654,27.2,Medium textured,Spray,4167,57,Groundnut,4847
Chikmangaluru,Zaid,2009,10723,3654,27.2,Medium textured,Spray,4479,55,Groundnut,51239
Chikmangaluru,Zaid,2010,51709,3654,27,Medium textured,Spray,3699,56,Groundnut,216396
Chikmangaluru,Zaid,2011,146,233,27,Medium textured,Spray,4904,54,Groundnut,2644
Chikmangaluru,Zaid,2012,10910,233,27,Medium textured,Spray,2821,58,Groundnut,44235
Chikmangaluru,Zaid,2013,51355,233,27,Medium textured,Spray,3472,58,Groundnut,203317
Chikmangaluru,Zaid,2014,160,234,27,Medium textured,Spray,3647,59,Groundnut,2134
Chikmangaluru,Zaid,2015,10912,234,27,Medium textured,Spray,393,50,Groundnut,45186
Chikmangaluru,Zaid,2016,51353,234,27.2,Medium textured,Spray,167,54,Groundnut,238542
Chikmangaluru,Zaid,2017,1279,3105,27.2,Medium textured,Spray,71,53,Groundnut,1516
Chikmangaluru,Zaid,2018,13283,3105,27.2,Medium textured,Spray,52,52,Groundnut,57259
Chikmangaluru,Zaid,2004,52119,3105,27.1,Medium textured,Spray,313547,51,Groundnut,234779
Chikmangaluru,Zaid,2005,725,236,27.1,Medium textured,Spray,2783,57,Groundnut,1493
Chikmangaluru,Zaid,2006,12885,236,27.1,Medium textured,Spray,1533,57,Groundnut,64409
Chikmangaluru,Zaid,2007,51179,2903.1,26.8,Alluvial,Spray,1647,60,Groundnut,249978
Chikmangaluru,Zaid,2008,468,2903.1,26.8,Alluvial,Spray,975,57,Blackgram,637
Chikmangaluru,Zaid,2009,11841,2903.1,26.8,Alluvial,Spray,2,57,Blackgram,43311
Chikmangaluru,Zaid,2010,50975,2996.6,37,Alluvial,Spray,836,54,Blackgram,24848
Chikmangaluru,Zaid,2011,206,2996.6,37,Alluvial,Spray,806,54.5,Blackgram,761
Chikmangaluru,Zaid,2012,10922,2996.6,37,Alluvial,Spray,880,56.6,Blackgram,45608
Chikmangaluru,Zaid,2013,51390,3522.8,38,Alluvial,Drip,770,55.5,Blackgram,234581
Chikmangaluru,Zaid,2014,177,3522.8,38,Alluvial,Drip,395,58.5,Blackgram,646
Chikmangaluru,Zaid,2015,10723,3522.8,38,Alluvial,Drip,187,59.5,Blackgram,43562
Chikmangaluru,Zaid,2016,51709,3729.8,39,Alluvial,Drip,187,55,Blackgram,200000
Chikmangaluru,Zaid,2017,146,3729.8,39,Alluvial,Drip,121,53,Blackgram,4847
Chikmangaluru,Zaid,2018,10910,3729.8,39,Alluvial,Drip,103,53.5,Blackgram,51239
Chikmangaluru,Zaid,2004,51355,2746.2,40,Alluvial,Drip,71,52.5,Blackgram,216396
Chikmangaluru,Zaid,2005,160,2746.2,40,Alluvial,Drip,3961,56,Blackgram,2644
Bangalore,Kharif,,,,, Red loam,,,,Ragi,
Bangalore,Rabi,,,,,Red loam,,,,Maize,
Bangalore,Zaid,2009,1468,3360,178,Laterate,Spray,4015,52.5,Arecanut,45186
Bangalore,Zaid,2010,568,3360,179,Laterate,Spray,4279,56,Coconut,238542
Bangalore,Zaid,2011,407,3605.4,180,Red loam,Spray,4167,57,Roses,1516
Bangalore,Zaid,2012,177,3605.4,181,Red loam,Spray,4479,57.5,Banana,200000
Bangalore,Zaid,2013,51,3605.4,182,Red loam,Spray,3699,57,Papaya,4847
Bangalore,Zaid,2014,173,3512.4,183,Red loam,Spray,4904,55,Cucumber,51239
Bangalore,Zaid,2015,201,3512.4,184,Red loam,Spray,2821,56,Beans,216396
Bangalore,Zaid,2016,206,3512.4,185,Red loam,Spray,3472,54,Mango,2644
Bangalore,Zaid,2017,243,3296,186,Red loam,Spray,3647,58,Banana,44235
Bangalore,Zaid,2016,123,3296,187,Red loam,Spray,393,58,Papaya,203317
Bangalore,Zaid,2017,82,3296,188,Red loam,Spray,167,59,Roses,2134
Bangalore,Zaid,2016,74,3550,189,Red loam,Spray,71,50,Coconut,45186
Bangalore,Zaid,2017,18,3550,190,Red loam,Spray,52,54,Arecanut,238542
Bangalore,Zaid,2018,37,3550,191,Red loam,Spray,313547,53,Arecanut,1516
Bangalore,Zaid,2013,35,3654,192,Red loam,Spray,2783,52,Arecanut,57259
Bangalore,Zaid,2014,5974,3654,193,Red loam,Spray,1533,51,Arecanut,234779
,,,,,,,,,,,
Davangere,Rabi,2010,47200,3512.4,27.2,Alluvial ,Drip,114744,59.5,Paddy,43562
Davangere,Rabi,2011,158,3512.4,27.2,Alluvial ,Drip,1402,55,Rice,200000
